# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_FIRST_OCCURRENCE 3915 3 717 65 26357546 5 /openedx/staticfiles/brand-edx.org/docs/decisions/0001-record-architecture-decisions.107cb9bf624b.rst
DUPTYPE_WITHIN_SAME_TREE -3915 3 717 65 26348393 5 /openedx/staticfiles/brand-edx.org/docs/decisions/0001-record-architecture-decisions.rst
DUPTYPE_FIRST_OCCURRENCE 12551 6 718 65 26355051 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/docs/decisions/0001-record-architecture-decisions.9231a5640f09.rst
DUPTYPE_WITHIN_SAME_TREE -12551 6 718 65 26349480 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/docs/decisions/0001-record-architecture-decisions.rst
DUPTYPE_FIRST_OCCURRENCE 6461 3 720 65 26357529 5 /openedx/staticfiles/teams/js/collections/my_teams.b59ad35082e3.js
DUPTYPE_WITHIN_SAME_TREE -6461 3 720 65 26348264 5 /openedx/staticfiles/teams/js/collections/my_teams.js
DUPTYPE_FIRST_OCCURRENCE 6363 3 721 65 26485640 5 /openedx/staticfiles/studio/templates/video/metadata-translations-item.40a7eb634768.underscore
DUPTYPE_WITHIN_SAME_TREE -6363 3 721 65 26481046 5 /openedx/staticfiles/studio/templates/video/metadata-translations-item.underscore
DUPTYPE_FIRST_OCCURRENCE 6919 4 721 65 26346252 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/90ms-RKSJ-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6919 5 721 65 26480062 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/90ms-RKSJ-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6919 4 721 65 26356505 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/90ms-RKSJ-H.f004fca8008b.bcmap
DUPTYPE_WITHIN_SAME_TREE -6919 5 721 65 26484800 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/90ms-RKSJ-H.f004fca8008b.bcmap
DUPTYPE_FIRST_OCCURRENCE 9467 5 721 65 26355911 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/az.270c257daf81.js
DUPTYPE_WITHIN_SAME_TREE -9467 6 721 65 26484167 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/az.270c257daf81.js
DUPTYPE_WITHIN_SAME_TREE -9467 6 721 65 26481187 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/az.js
DUPTYPE_WITHIN_SAME_TREE -9467 5 721 65 26350568 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/az.js
DUPTYPE_FIRST_OCCURRENCE 5317 3 722 65 26357614 5 /openedx/staticfiles/paragon/src/InputSelect/README.1f08fdc7516c.md
DUPTYPE_WITHIN_SAME_TREE -5317 6 722 65 26348699 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/InputSelect/README.md
DUPTYPE_WITHIN_SAME_TREE -5317 6 722 65 26354804 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/InputSelect/README.1f08fdc7516c.md
DUPTYPE_WITHIN_SAME_TREE -5317 3 722 65 26349549 5 /openedx/staticfiles/paragon/src/InputSelect/README.md
DUPTYPE_FIRST_OCCURRENCE 1123 1 723 65 26217171 5 /openedx/staticfiles/js/jquery.allLoaded.a62683319899.js
DUPTYPE_WITHIN_SAME_TREE -1123 1 723 65 26216007 5 /openedx/staticfiles/js/jquery.allLoaded.js
DUPTYPE_FIRST_OCCURRENCE 2277 2 723 65 26358003 5 /openedx/staticfiles/js/verify_student/incourse_reverify.d61a57fd3019.js
DUPTYPE_WITHIN_SAME_TREE -2277 2 723 65 26347370 5 /openedx/staticfiles/js/verify_student/incourse_reverify.js
DUPTYPE_FIRST_OCCURRENCE 9099 4 724 65 26485314 5 /openedx/staticfiles/studio/js/views/components/add_xblock_button.3b361971ef91.js
DUPTYPE_WITHIN_SAME_TREE -9099 4 724 65 26480898 5 /openedx/staticfiles/studio/js/views/components/add_xblock_button.js
DUPTYPE_FIRST_OCCURRENCE 5231 3 724 65 26216743 5 /openedx/staticfiles/lektorium/templates/static_templates/about.bef4f52664ea.html
DUPTYPE_WITHIN_SAME_TREE -5231 3 724 65 26215036 5 /openedx/staticfiles/lektorium/templates/static_templates/about.html
DUPTYPE_FIRST_OCCURRENCE 7209 4 726 65 26356557 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJISPro-UTF8-V.870c2e8dbbce.bcmap
DUPTYPE_WITHIN_SAME_TREE -7209 5 726 65 26480114 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJISPro-UTF8-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7209 4 726 65 26346328 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJISPro-UTF8-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7209 5 726 65 26484854 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJISPro-UTF8-V.870c2e8dbbce.bcmap
DUPTYPE_FIRST_OCCURRENCE 3543 2 728 65 26358256 5 /openedx/staticfiles/templates/enrollment/course_enrollment_message.6dbfa9f6a281.html
DUPTYPE_WITHIN_SAME_TREE -3543 2 728 65 26348065 5 /openedx/staticfiles/templates/enrollment/course_enrollment_message.html
DUPTYPE_FIRST_OCCURRENCE 4655 3 729 65 26357323 5 /openedx/staticfiles/js/edxnotes/utils/template.e60d16613ead.js
DUPTYPE_WITHIN_SAME_TREE -4655 3 729 65 26347293 5 /openedx/staticfiles/js/edxnotes/utils/template.js
DUPTYPE_FIRST_OCCURRENCE 9773 5 733 65 26355672 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_screen-reader.e37dc4419b74.scss
DUPTYPE_WITHIN_SAME_TREE -9773 5 733 65 26350032 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_screen-reader.scss
DUPTYPE_FIRST_OCCURRENCE 6499 3 734 65 26357524 5 /openedx/staticfiles/teams/js/views/teams_tabbed_view.4fd8d33125e6.js
DUPTYPE_WITHIN_SAME_TREE -6499 3 734 65 26348257 5 /openedx/staticfiles/teams/js/views/teams_tabbed_view.js
DUPTYPE_FIRST_OCCURRENCE 5411 3 734 65 26357855 5 /openedx/staticfiles/proctoring/js/collections/proctored_exam_attempt_grouped_collection.383b642c4a38.js
DUPTYPE_WITHIN_SAME_TREE -5411 6 734 65 26349916 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/collections/proctored_exam_attempt_grouped_collection.js
DUPTYPE_WITHIN_SAME_TREE -5411 4 734 65 26485457 5 /openedx/staticfiles/studio/proctoring/js/collections/proctored_exam_attempt_grouped_collection.383b642c4a38.js
DUPTYPE_WITHIN_SAME_TREE -5411 6 734 65 26355070 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/collections/proctored_exam_attempt_grouped_collection.383b642c4a38.js
DUPTYPE_WITHIN_SAME_TREE -5411 3 734 65 26351888 5 /openedx/staticfiles/proctoring/js/collections/proctored_exam_attempt_grouped_collection.js
DUPTYPE_WITHIN_SAME_TREE -5411 4 734 65 26482529 5 /openedx/staticfiles/studio/proctoring/js/collections/proctored_exam_attempt_grouped_collection.js
DUPTYPE_FIRST_OCCURRENCE 8043 4 735 65 26356716 5 /openedx/staticfiles/studio-frontend/src/components/AssetsList/container.4c767640e98d.jsx
DUPTYPE_WITHIN_SAME_TREE -8043 4 735 65 26348480 5 /openedx/staticfiles/studio-frontend/src/components/AssetsList/container.jsx
DUPTYPE_FIRST_OCCURRENCE 1933 2 735 65 26357943 5 /openedx/staticfiles/images/social/ico-social-google.c9ac5f0d8e1b.png
DUPTYPE_WITHIN_SAME_TREE -1933 2 735 65 26346977 5 /openedx/staticfiles/images/social/ico-social-google.png
DUPTYPE_FIRST_OCCURRENCE 12851 6 737 65 26216645 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/hborder_ie6.aad5acc83537.png
DUPTYPE_WITHIN_SAME_TREE -12851 7 737 65 26359300 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/hborder_ie6.aad5acc83537.png
DUPTYPE_WITHIN_SAME_TREE -12851 6 737 65 26215395 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/hborder_ie6.png
DUPTYPE_WITHIN_SAME_TREE -12851 7 737 65 26353271 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/hborder_ie6.png
DUPTYPE_FIRST_OCCURRENCE 4293 3 737 65 26357593 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/react/README.3d8e2bf41676.md
DUPTYPE_WITHIN_SAME_TREE -4293 3 737 65 26349487 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/react/README.md
DUPTYPE_WITHIN_SAME_TREE -4293 3 737 65 26349014 5 /openedx/staticfiles/studio-frontend/node_modules/react/README.md
DUPTYPE_WITHIN_SAME_TREE -4293 3 737 65 26357568 5 /openedx/staticfiles/studio-frontend/node_modules/react/README.3d8e2bf41676.md
DUPTYPE_FIRST_OCCURRENCE 5501 3 738 65 26357550 5 /openedx/staticfiles/studio-frontend/src/utils/analytics.test.157a74a12556.jsx
DUPTYPE_WITHIN_SAME_TREE -5501 3 738 65 26348598 5 /openedx/staticfiles/studio-frontend/src/utils/analytics.test.jsx
DUPTYPE_FIRST_OCCURRENCE 2955 2 738 65 26359860 5 /openedx/staticfiles/studio/images/large-openassessment-icon.ae0377b9a5af.png
DUPTYPE_WITHIN_SAME_TREE -2955 2 738 65 26354107 5 /openedx/staticfiles/studio/images/large-openassessment-icon.png
DUPTYPE_FIRST_OCCURRENCE 3429 2 739 65 26358297 5 /openedx/staticfiles/templates/courseware/news.de189539f95f.html
DUPTYPE_WITHIN_SAME_TREE -3429 2 739 65 26348114 5 /openedx/staticfiles/templates/courseware/news.html
DUPTYPE_FIRST_OCCURRENCE 1195 1 740 65 26358851 5 /openedx/staticfiles/mptt/arrow-move-white.012ecec6e780.png
DUPTYPE_WITHIN_SAME_TREE -1195 2 740 65 26481453 5 /openedx/staticfiles/studio/mptt/arrow-move-white.png
DUPTYPE_WITHIN_SAME_TREE -1195 2 740 65 26486057 5 /openedx/staticfiles/studio/mptt/arrow-move-white.012ecec6e780.png
DUPTYPE_WITHIN_SAME_TREE -1195 1 740 65 26350508 5 /openedx/staticfiles/mptt/arrow-move-white.png
DUPTYPE_FIRST_OCCURRENCE 8907 4 740 65 26485302 5 /openedx/staticfiles/studio/js/models/settings/advanced.f6f81f7b7bd5.js
DUPTYPE_WITHIN_SAME_TREE -8907 4 740 65 26480814 5 /openedx/staticfiles/studio/js/models/settings/advanced.js
DUPTYPE_FIRST_OCCURRENCE 1935 2 741 65 26357942 5 /openedx/staticfiles/images/social/ico-social-meetup.852e08c97308.png
DUPTYPE_WITHIN_SAME_TREE -1935 2 741 65 26346976 5 /openedx/staticfiles/images/social/ico-social-meetup.png
DUPTYPE_FIRST_OCCURRENCE 6343 3 741 65 26485661 5 /openedx/staticfiles/studio/templates/mock/mock-updated-xblock.89445f5d546e.underscore
DUPTYPE_WITHIN_SAME_TREE -6343 3 741 65 26481082 5 /openedx/staticfiles/studio/templates/mock/mock-updated-xblock.underscore
DUPTYPE_FIRST_OCCURRENCE 1609 2 742 65 26358353 5 /openedx/staticfiles/course_search/templates/dashboard_search_results.7cb537a93555.underscore
DUPTYPE_WITHIN_SAME_TREE -1609 2 742 65 26348230 5 /openedx/staticfiles/course_search/templates/dashboard_search_results.underscore
DUPTYPE_FIRST_OCCURRENCE 12133 5 743 65 26355851 5 /openedx/staticfiles/wiki/markitup/sets/admin/images/quotes.05d28091baa2.png
DUPTYPE_WITHIN_SAME_TREE -12133 6 743 65 26484222 5 /openedx/staticfiles/studio/wiki/markitup/sets/admin/images/quotes.05d28091baa2.png
DUPTYPE_WITHIN_SAME_TREE -12133 6 743 65 26481370 5 /openedx/staticfiles/studio/wiki/markitup/sets/frontend/images/quotes.png
DUPTYPE_WITHIN_SAME_TREE -12133 5 743 65 26350413 5 /openedx/staticfiles/wiki/markitup/sets/frontend/images/quotes.png
DUPTYPE_WITHIN_SAME_TREE -12133 5 743 65 26350436 5 /openedx/staticfiles/wiki/markitup/sets/admin/images/quotes.png
DUPTYPE_WITHIN_SAME_TREE -12133 6 743 65 26484207 5 /openedx/staticfiles/studio/wiki/markitup/sets/frontend/images/quotes.05d28091baa2.png
DUPTYPE_WITHIN_SAME_TREE -12133 5 743 65 26355836 5 /openedx/staticfiles/wiki/markitup/sets/frontend/images/quotes.05d28091baa2.png
DUPTYPE_WITHIN_SAME_TREE -12133 6 743 65 26481391 5 /openedx/staticfiles/studio/wiki/markitup/sets/admin/images/quotes.png
DUPTYPE_FIRST_OCCURRENCE 4417 3 744 65 26357822 5 /openedx/staticfiles/js/bower/sinon/RELEASE.7014b2927d7b.md
DUPTYPE_WITHIN_SAME_TREE -4417 4 744 65 26482248 5 /openedx/staticfiles/studio/js/bower/sinon/RELEASE.md
DUPTYPE_WITHIN_SAME_TREE -4417 3 744 65 26351562 5 /openedx/staticfiles/js/bower/sinon/RELEASE.md
DUPTYPE_WITHIN_SAME_TREE -4417 8 744 65 26483863 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/RELEASE.7014b2927d7b.md
DUPTYPE_WITHIN_SAME_TREE -4417 7 744 65 26354697 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/RELEASE.7014b2927d7b.md
DUPTYPE_WITHIN_SAME_TREE -4417 8 744 65 26483024 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/RELEASE.md
DUPTYPE_WITHIN_SAME_TREE -4417 7 744 65 26351935 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/RELEASE.md
DUPTYPE_WITHIN_SAME_TREE -4417 4 744 65 26485420 5 /openedx/staticfiles/studio/js/bower/sinon/RELEASE.7014b2927d7b.md
DUPTYPE_FIRST_OCCURRENCE 4289 3 744 65 26357578 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/react-is/package.9e6580819224.json
DUPTYPE_WITHIN_SAME_TREE -4289 3 744 65 26349074 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/react-is/package.json
DUPTYPE_FIRST_OCCURRENCE 3515 2 745 65 26358208 5 /openedx/staticfiles/templates/discussion/_user_profile.0651ae7a5929.html
DUPTYPE_WITHIN_SAME_TREE -3515 2 745 65 26347846 5 /openedx/staticfiles/templates/discussion/_user_profile.html
DUPTYPE_FIRST_OCCURRENCE 15071 7 745 65 26216574 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/util/VK.cf774ad68cbd.js
DUPTYPE_WITHIN_SAME_TREE -15071 8 745 65 26359229 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/util/VK.cf774ad68cbd.js
DUPTYPE_WITHIN_SAME_TREE -15071 8 745 65 26353606 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/util/VK.js
DUPTYPE_WITHIN_SAME_TREE -15071 7 745 65 26215762 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/util/VK.js
DUPTYPE_FIRST_OCCURRENCE 8243 4 746 65 26356797 5 /openedx/staticfiles/studio-frontend/src/utils/i18n/loadI18nDomData.test.7cdf1258605c.jsx
DUPTYPE_WITHIN_SAME_TREE -8243 4 746 65 26348615 5 /openedx/staticfiles/studio-frontend/src/utils/i18n/loadI18nDomData.test.jsx
DUPTYPE_FIRST_OCCURRENCE 6783 3 746 65 26357151 5 /openedx/staticfiles/xmodule/modules/js/001-3ed86006526f75d6c844739193a84c11.3ed86006526f.js
DUPTYPE_WITHIN_SAME_TREE -6783 3 746 65 26346731 5 /openedx/staticfiles/xmodule/modules/js/001-3ed86006526f75d6c844739193a84c11.js
DUPTYPE_WITHIN_SAME_TREE -6783 4 746 65 26480406 5 /openedx/staticfiles/studio/xmodule/modules/js/001-3ed86006526f75d6c844739193a84c11.js
DUPTYPE_WITHIN_SAME_TREE -6783 4 746 65 26485173 5 /openedx/staticfiles/studio/xmodule/modules/js/001-3ed86006526f75d6c844739193a84c11.3ed86006526f.js
DUPTYPE_FIRST_OCCURRENCE 3077 2 747 65 26485989 5 /openedx/staticfiles/studio/templates/advanced_entry.698bcaf6fc46.underscore
DUPTYPE_WITHIN_SAME_TREE -3077 2 747 65 26480987 5 /openedx/staticfiles/studio/templates/advanced_entry.underscore
DUPTYPE_FIRST_OCCURRENCE 5479 3 747 65 26357566 5 /openedx/staticfiles/studio-frontend/node_modules/react-is/package.1832c5c03d87.json
DUPTYPE_WITHIN_SAME_TREE -5479 3 747 65 26348669 5 /openedx/staticfiles/studio-frontend/node_modules/react-is/package.json
DUPTYPE_FIRST_OCCURRENCE 12849 6 747 65 26216644 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/hborder.0d5aa425b827.png
DUPTYPE_WITHIN_SAME_TREE -12849 7 747 65 26353270 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/hborder.png
DUPTYPE_WITHIN_SAME_TREE -12849 6 747 65 26215394 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/hborder.png
DUPTYPE_WITHIN_SAME_TREE -12849 7 747 65 26359299 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/hborder.0d5aa425b827.png
DUPTYPE_FIRST_OCCURRENCE 167 1 748 65 26358714 5 /openedx/staticfiles/bundles/LibraryContentBlockStudio.0a46f8f48319.js
DUPTYPE_WITHIN_SAME_TREE -167 2 748 65 26485873 5 /openedx/staticfiles/studio/bundles/LibraryContentBlockStudio.ff94c34f4f3ba0187e39.0a46f8f48319.js
DUPTYPE_WITHIN_SAME_TREE -167 2 748 65 26485932 5 /openedx/staticfiles/studio/bundles/LibraryContentBlockStudio.0a46f8f48319.js
DUPTYPE_WITHIN_SAME_TREE -167 2 748 65 26480546 5 /openedx/staticfiles/studio/bundles/LibraryContentBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -167 1 748 65 26346828 5 /openedx/staticfiles/bundles/LibraryContentBlockStudio.ff94c34f4f3ba0187e39.js
DUPTYPE_WITHIN_SAME_TREE -167 2 748 65 26480487 5 /openedx/staticfiles/studio/bundles/LibraryContentBlockStudio.ff94c34f4f3ba0187e39.js
DUPTYPE_WITHIN_SAME_TREE -167 1 748 65 26358655 5 /openedx/staticfiles/bundles/LibraryContentBlockStudio.ff94c34f4f3ba0187e39.0a46f8f48319.js
DUPTYPE_WITHIN_SAME_TREE -167 1 748 65 26346895 5 /openedx/staticfiles/bundles/LibraryContentBlockStudio.js
DUPTYPE_FIRST_OCCURRENCE 3281 2 748 65 26358400 5 /openedx/staticfiles/support/templates/certificates.854e00ec3d89.underscore
DUPTYPE_WITHIN_SAME_TREE -3281 2 748 65 26348373 5 /openedx/staticfiles/support/templates/certificates.underscore
DUPTYPE_FIRST_OCCURRENCE 6519 3 748 65 26357483 5 /openedx/staticfiles/templates/components/header/header.c0ff4a973046.underscore
DUPTYPE_WITHIN_SAME_TREE -6519 3 748 65 26347967 5 /openedx/staticfiles/templates/components/header/header.underscore
DUPTYPE_FIRST_OCCURRENCE 235 1 749 65 26358699 5 /openedx/staticfiles/bundles/SplitTestBlockStudio.2b2f3588d5d1.js
DUPTYPE_WITHIN_SAME_TREE -235 1 749 65 26346785 5 /openedx/staticfiles/bundles/SplitTestBlockStudio.c5daecdc02c9df58b4a3.js
DUPTYPE_WITHIN_SAME_TREE -235 1 749 65 26358623 5 /openedx/staticfiles/bundles/SplitTestBlockStudio.c5daecdc02c9df58b4a3.2b2f3588d5d1.js
DUPTYPE_WITHIN_SAME_TREE -235 2 749 65 26480531 5 /openedx/staticfiles/studio/bundles/SplitTestBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -235 2 749 65 26485841 5 /openedx/staticfiles/studio/bundles/SplitTestBlockStudio.c5daecdc02c9df58b4a3.2b2f3588d5d1.js
DUPTYPE_WITHIN_SAME_TREE -235 1 749 65 26346878 5 /openedx/staticfiles/bundles/SplitTestBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -235 2 749 65 26485917 5 /openedx/staticfiles/studio/bundles/SplitTestBlockStudio.2b2f3588d5d1.js
DUPTYPE_WITHIN_SAME_TREE -235 2 749 65 26480455 5 /openedx/staticfiles/studio/bundles/SplitTestBlockStudio.c5daecdc02c9df58b4a3.js
DUPTYPE_FIRST_OCCURRENCE 9757 5 749 65 26355659 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_hover.f884a03407e4.scss
DUPTYPE_WITHIN_SAME_TREE -9757 5 749 65 26350014 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_hover.scss
DUPTYPE_FIRST_OCCURRENCE 63 1 749 65 26358600 5 /openedx/staticfiles/bundles/ConditionalBlockStudio.05bfbe5d7d57.js
DUPTYPE_WITHIN_SAME_TREE -63 1 749 65 26346854 5 /openedx/staticfiles/bundles/ConditionalBlockStudio.0eff4caecd9e8968facc.js
DUPTYPE_WITHIN_SAME_TREE -63 1 749 65 26358678 5 /openedx/staticfiles/bundles/ConditionalBlockStudio.0eff4caecd9e8968facc.05bfbe5d7d57.js
DUPTYPE_WITHIN_SAME_TREE -63 2 749 65 26480432 5 /openedx/staticfiles/studio/bundles/ConditionalBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -63 2 749 65 26485818 5 /openedx/staticfiles/studio/bundles/ConditionalBlockStudio.05bfbe5d7d57.js
DUPTYPE_WITHIN_SAME_TREE -63 2 749 65 26480510 5 /openedx/staticfiles/studio/bundles/ConditionalBlockStudio.0eff4caecd9e8968facc.js
DUPTYPE_WITHIN_SAME_TREE -63 1 749 65 26346760 5 /openedx/staticfiles/bundles/ConditionalBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -63 2 749 65 26485896 5 /openedx/staticfiles/studio/bundles/ConditionalBlockStudio.0eff4caecd9e8968facc.05bfbe5d7d57.js
DUPTYPE_FIRST_OCCURRENCE 3331 2 750 65 26358180 5 /openedx/staticfiles/templates/api_admin/api_access_request_form.88691cbd7d9d.html
DUPTYPE_WITHIN_SAME_TREE -3331 2 750 65 26347803 5 /openedx/staticfiles/templates/api_admin/api_access_request_form.html
DUPTYPE_FIRST_OCCURRENCE 1987 2 752 65 26358035 5 /openedx/staticfiles/js/courseware/certificates_api.41fbb2dd40c8.js
DUPTYPE_WITHIN_SAME_TREE -1987 2 752 65 26347452 5 /openedx/staticfiles/js/courseware/certificates_api.js
DUPTYPE_FIRST_OCCURRENCE 8037 4 752 65 26356717 5 /openedx/staticfiles/studio-frontend/src/components/AssetsImagePreviewFilter/index.b2879599a66e.jsx
DUPTYPE_WITHIN_SAME_TREE -8037 4 752 65 26348482 5 /openedx/staticfiles/studio-frontend/src/components/AssetsImagePreviewFilter/index.jsx
DUPTYPE_FIRST_OCCURRENCE 1511 2 752 65 26358582 5 /openedx/staticfiles/announcements/jsx/Announcements.test.e245a2db7120.jsx
DUPTYPE_WITHIN_SAME_TREE -1511 3 752 65 26485792 5 /openedx/staticfiles/studio/announcements/jsx/Announcements.test.e245a2db7120.jsx
DUPTYPE_WITHIN_SAME_TREE -1511 2 752 65 26351814 5 /openedx/staticfiles/announcements/jsx/Announcements.test.jsx
DUPTYPE_WITHIN_SAME_TREE -1511 3 752 65 26482458 5 /openedx/staticfiles/studio/announcements/jsx/Announcements.test.jsx
DUPTYPE_FIRST_OCCURRENCE 7807 4 753 65 26216705 5 /openedx/staticfiles/js/capa/genex/images/circles.b6781fa7f4dd.png
DUPTYPE_WITHIN_SAME_TREE -7807 7 753 65 26353189 5 /openedx/staticfiles/studio/js/capa/jsmolcalc/gwt/clean/images/circles.png
DUPTYPE_WITHIN_SAME_TREE -7807 6 753 65 26216630 5 /openedx/staticfiles/js/capa/jsmolcalc/gwt/clean/images/circles.b6781fa7f4dd.png
DUPTYPE_WITHIN_SAME_TREE -7807 5 753 65 26353224 5 /openedx/staticfiles/studio/js/capa/genex/images/circles.png
DUPTYPE_WITHIN_SAME_TREE -7807 4 753 65 26215331 5 /openedx/staticfiles/js/capa/genex/images/circles.png
DUPTYPE_WITHIN_SAME_TREE -7807 7 753 65 26359285 5 /openedx/staticfiles/studio/js/capa/jsmolcalc/gwt/clean/images/circles.b6781fa7f4dd.png
DUPTYPE_WITHIN_SAME_TREE -7807 6 753 65 26215284 5 /openedx/staticfiles/js/capa/jsmolcalc/gwt/clean/images/circles.png
DUPTYPE_WITHIN_SAME_TREE -7807 5 753 65 26359457 5 /openedx/staticfiles/studio/js/capa/genex/images/circles.b6781fa7f4dd.png
DUPTYPE_FIRST_OCCURRENCE 1201 1 753 65 26358845 5 /openedx/staticfiles/mptt/disclosure-down-white.ec4c7552c913.png
DUPTYPE_WITHIN_SAME_TREE -1201 2 753 65 26481447 5 /openedx/staticfiles/studio/mptt/disclosure-down-white.png
DUPTYPE_WITHIN_SAME_TREE -1201 2 753 65 26486051 5 /openedx/staticfiles/studio/mptt/disclosure-down-white.ec4c7552c913.png
DUPTYPE_WITHIN_SAME_TREE -1201 1 753 65 26350496 5 /openedx/staticfiles/mptt/disclosure-down-white.png
DUPTYPE_FIRST_OCCURRENCE 4915 3 753 65 26357373 5 /openedx/staticfiles/js/learner_dashboard/views/sidebar_view.7f3fe60e28aa.js
DUPTYPE_WITHIN_SAME_TREE -4915 3 753 65 26347437 5 /openedx/staticfiles/js/learner_dashboard/views/sidebar_view.js
DUPTYPE_FIRST_OCCURRENCE 5107 3 755 65 26216868 5 /openedx/staticfiles/js/vendor/flot/jquery.flot.symbol.min.2e296c5966ba.js
DUPTYPE_WITHIN_SAME_TREE -5107 4 755 65 26359618 5 /openedx/staticfiles/studio/js/vendor/flot/jquery.flot.symbol.min.2e296c5966ba.js
DUPTYPE_WITHIN_SAME_TREE -5107 3 755 65 26215834 5 /openedx/staticfiles/js/vendor/flot/jquery.flot.symbol.min.js
DUPTYPE_WITHIN_SAME_TREE -5107 4 755 65 26353686 5 /openedx/staticfiles/studio/js/vendor/flot/jquery.flot.symbol.min.js
DUPTYPE_FIRST_OCCURRENCE 3759 2 756 65 26358283 5 /openedx/staticfiles/templates/support/entitlement.fff0a2ea6e8a.html
DUPTYPE_WITHIN_SAME_TREE -3759 2 756 65 26348097 5 /openedx/staticfiles/templates/support/entitlement.html
DUPTYPE_FIRST_OCCURRENCE 15057 7 756 65 26216573 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/util/JSONP.1abd1c085d80.js
DUPTYPE_WITHIN_SAME_TREE -15057 8 756 65 26359228 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/util/JSONP.1abd1c085d80.js
DUPTYPE_WITHIN_SAME_TREE -15057 7 756 65 26215761 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/util/JSONP.js
DUPTYPE_WITHIN_SAME_TREE -15057 8 756 65 26353605 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/util/JSONP.js
DUPTYPE_FIRST_OCCURRENCE 15107 7 756 65 26216521 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.12b726bd837d.js
DUPTYPE_WITHIN_SAME_TREE -15107 8 756 65 26353490 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -15107 7 756 65 26215660 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.js
